width,height,aspect_ratio,mask_area_fraction,mask_degenerate,mask_touches_border,crop_blur,crop_contrast,source
948,549,1.726775956284153,0.4063568115234375,False,True,0.16743247226048807,0.7512808125295769,DDI
798,618,1.2912621359223302,0.4572906494140625,False,False,0.3872616208803106,0.9979772345271213,DDI
921,678,1.3584070796460177,0.14242172241210938,False,False,0.12089859995702375,0.709171002848242,DDI
306,285,1.0736842105263158,0.8428916931152344,False,True,0.4159348050546177,0.39649308384274246,DDI
230,387,0.5943152454780362,0.8125038146972656,False,True,0.16762898488120354,0.7295044114962176,DDI
323,458,0.7052401746724891,0.7202720642089844,False,True,0.7470934989804054,0.775137401294429,DDI
918,675,1.36,0.4319419860839844,False,False,0.07143051721902886,0.9602460477264986,DDI
494,666,0.7417417417417418,0.29355621337890625,False,False,0.14447343593162532,1.0,DDI
438,387,1.1317829457364341,0.3340644836425781,False,True,0.2738914059035442,1.0,DDI
482,654,0.7370030581039755,0.10945892333984375,False,False,0.6458634065816606,0.6633645467998024,DDI
397,398,0.9974874371859297,0.5530967712402344,False,True,1.0,1.0,DDI
372,305,1.219672131147541,0.6800422668457031,False,True,0.08748827283557689,0.4018640476630812,DDI
500,680,0.7352941176470589,0.2508277893066406,False,False,0.15871425330717995,1.0,DDI
345,454,0.7599118942731278,0.9693412780761719,True,True,1.0,0.6512830115700977,DDI
313,222,1.40990990990991,0.8034019470214844,False,True,1.0,0.6886228545380172,DDI
846,596,1.419463087248322,0.4676971435546875,False,False,0.1324101877182491,0.35183767472728733,DDI
687,686,1.001457725947522,0.37574005126953125,False,False,0.809023821553711,1.0,DDI
690,690,1.0,0.5615234375,False,False,0.6344549453661981,1.0,DDI
437,677,0.6454948301329394,0.17544937133789062,False,False,1.0,0.8182238486851251,DDI
342,514,0.6653696498054474,0.5852012634277344,False,True,0.37586197149601214,0.3200791751575805,DDI
326,462,0.7056277056277056,0.5448570251464844,False,False,0.5697603894436816,0.6335358596439251,DDI
492,684,0.7192982456140351,0.12186050415039062,False,False,0.7034433275950556,0.7826937442134605,DDI
494,587,0.8415672913117547,0.1664581298828125,False,False,0.8911669459809265,0.6729628517060601,DDI
494,394,1.2538071065989849,0.003070831298828125,False,False,0.6383209105560862,0.5436570028706752,DDI
494,563,0.8774422735346359,0.29766845703125,False,False,0.407727328162395,0.7613952616642853,DDI
683,693,0.9855699855699855,0.7050247192382812,False,False,0.22128243022924438,0.8925686515642884,DDI
468,376,1.2446808510638299,0.3275413513183594,False,False,0.9635676906331994,1.0,DDI
431,689,0.625544267053701,0.23545074462890625,False,False,1.0,0.5682323603882955,DDI
497,678,0.7330383480825958,0.8727149963378906,False,True,0.9360739000504726,0.47269605288457706,DDI
400,655,0.6106870229007634,0.7261276245117188,False,True,0.7188326794824021,1.0,DDI
501,687,0.7292576419213974,0.8187789916992188,False,True,0.6139459811051406,0.7182285902092035,DDI
464,334,1.3892215568862276,0.4085426330566406,False,True,0.9072319086516041,1.0,DDI
492,701,0.7018544935805991,0.021968841552734375,False,False,1.0,0.9190191125938298,DDI
425,470,0.9042553191489362,0.6591720581054688,False,False,0.4107250597938286,1.0,DDI
584,456,1.280701754385965,0.5745315551757812,False,False,0.665293016731029,0.9386613565920773,DDI
680,801,0.8489388264669163,0.2518196105957031,False,False,1.0,1.0,DDI
520,680,0.7647058823529411,0.4035530090332031,False,True,1.0,1.0,DDI
934,1248,0.7483974358974359,0.3869743347167969,False,True,1.0,0.7424539588657767,DDI
563,602,0.9352159468438538,0.3070640563964844,False,False,1.0,0.6247454642684607,DDI
466,451,1.033259423503326,0.36511993408203125,False,False,1.0,0.5440154510382931,DDI
367,270,1.3592592592592592,0.5001335144042969,False,True,0.6996097189327513,0.797356872218827,DDI
788,737,1.0691994572591588,0.02487945556640625,False,False,0.6262733023610682,0.5227780879064017,DDI
912,844,1.080568720379147,0.19363021850585938,False,False,1.0,1.0,DDI
930,646,1.4396284829721362,0.2901458740234375,False,False,1.0,0.6931218855139815,DDI
499,526,0.9486692015209125,0.7375221252441406,False,True,0.7683145265219976,0.9559503121030444,DDI
405,369,1.0975609756097562,0.4669837951660156,False,True,0.19876770666564375,0.767053197833783,DDI
349,386,0.9041450777202072,0.23310089111328125,False,False,0.0855127835121629,0.6616751451258682,DDI
859,586,1.4658703071672354,0.4844779968261719,False,False,0.17377373306357696,0.7796339782874889,DDI
254,345,0.736231884057971,0.3489837646484375,False,False,1.0,0.6584178100751359,DDI
749,579,1.293609671848014,0.36310577392578125,False,False,1.0,0.8041358858852748,DDI
920,1242,0.7407407407407407,0.45595550537109375,False,False,1.0,1.0,DDI
555,499,1.1122244488977955,0.24123764038085938,False,False,0.22857502070796618,0.9181138333626443,DDI
332,235,1.4127659574468086,0.11416244506835938,False,False,0.6600070869552703,0.708059602109484,DDI
363,364,0.9972527472527473,0.5994606018066406,False,True,0.2080708702087994,0.9674665386630386,DDI
267,469,0.5692963752665245,0.45098114013671875,False,False,0.26848132245156103,0.978528252361095,DDI
320,337,0.9495548961424333,0.20919418334960938,False,True,0.3167283591767106,0.7693083886420256,DDI
932,683,1.3645680819912152,0.0607757568359375,False,False,0.34689367405634897,0.7373903166630514,DDI
246,362,0.6795580110497238,0.160125732421875,False,False,0.21354680241463156,0.6788257921022104,DDI
240,310,0.7741935483870968,0.6652488708496094,False,False,0.4242258880343826,0.7863950028506062,DDI
511,698,0.7320916905444126,0.7674293518066406,False,True,1.0,0.8891989939219589,DDI
218,228,0.956140350877193,0.14063262939453125,False,False,0.09941160038585678,0.2765819959842754,DDI
391,386,1.0129533678756477,0.069091796875,False,False,0.13941940161776722,0.39913754193794376,DDI
512,691,0.7409551374819102,0.5934410095214844,False,True,1.0,1.0,DDI
510,694,0.7348703170028819,0.4461326599121094,False,False,0.09562775323188884,1.0,DDI
521,691,0.7539797395079595,0.00295257568359375,False,False,1.0,0.5043479446930121,DDI
393,587,0.6695059625212947,0.05237579345703125,False,False,1.0,0.7540913490335379,DDI
366,437,0.8375286041189931,0.6344451904296875,False,True,0.5293891885482118,0.9151467975019657,DDI
273,246,1.1097560975609757,0.1605072021484375,False,False,0.44109340642977735,0.47017827551877295,DDI
367,342,1.0730994152046784,0.375640869140625,False,False,0.2364557536887484,0.4713617582999781,DDI
524,697,0.7517934002869441,0.5260047912597656,False,False,0.7217750724988398,0.6429109537475713,DDI
531,495,1.0727272727272728,0.6884536743164062,False,True,1.0,1.0,DDI
517,689,0.7503628447024674,0.21535873413085938,False,False,1.0,0.833081699077359,DDI
523,693,0.7546897546897547,0.19715499877929688,False,False,1.0,0.7731322425130795,DDI
451,407,1.1081081081081081,0.4872856140136719,False,True,0.5473583679021901,0.961427281839069,DDI
696,699,0.9957081545064378,0.8566513061523438,False,True,0.21840375260101008,0.8933791198771792,DDI
183,196,0.9336734693877551,0.3663597106933594,False,False,1.0,1.0,DDI
430,472,0.9110169491525424,0.21126174926757812,False,False,0.4810222672431847,1.0,DDI
308,262,1.1755725190839694,0.02252960205078125,False,False,0.33346810846163805,0.5251720206193632,DDI
302,276,1.0942028985507246,0.6313133239746094,False,True,1.0,1.0,DDI
533,701,0.760342368045649,0.6692848205566406,False,True,0.6180594565220371,1.0,DDI
521,705,0.7390070921985815,0.6787986755371094,False,False,0.36321122137966616,0.8754426689515554,DDI
517,624,0.8285256410256411,0.3840293884277344,False,True,0.3549363926589921,0.6611529628298043,DDI
397,337,1.1780415430267062,0.4910087585449219,False,True,0.33619725855416427,0.40181981937535255,DDI
265,364,0.728021978021978,0.4979438781738281,False,False,0.5506024198305695,0.8519185138224701,DDI
533,690,0.7724637681159421,0.8131484985351562,False,True,1.0,0.6552388522768169,DDI
470,412,1.1407766990291262,0.4330329895019531,False,True,0.6277153067417348,0.6324506923015919,DDI
369,576,0.640625,0.3846549987792969,False,False,1.0,0.8232493369738136,DDI
769,529,1.4536862003780717,0.8522758483886719,False,True,0.37917637839762003,0.9109441070608489,DDI
290,177,1.6384180790960452,0.6471672058105469,False,True,0.8890973094034926,0.8911938413072285,DDI
532,703,0.7567567567567568,0.3555793762207031,False,False,0.8606355640384156,0.6700733275980281,DDI
330,219,1.5068493150684932,0.4662933349609375,False,False,0.24044726132031552,0.7233897924053209,DDI
163,79,2.0632911392405062,0.7212944030761719,False,True,0.21185564164483875,0.4784356816071678,DDI
401,409,0.980440097799511,0.8484764099121094,False,True,0.873217971787501,0.6980550629618627,DDI
945,690,1.3695652173913044,0.5901565551757812,False,False,1.0,1.0,DDI
515,692,0.7442196531791907,0.4204673767089844,False,False,0.761559029788903,1.0,DDI
272,353,0.7705382436260623,0.685760498046875,False,True,1.0,0.7473509337569195,DDI
340,276,1.2318840579710144,0.18917465209960938,False,False,0.8004208656013045,0.7672543043250732,DDI
510,698,0.7306590257879656,0.7490959167480469,False,True,0.38642628652876576,0.7384887428489152,DDI
525,687,0.7641921397379913,0.701507568359375,False,True,0.7710780583138822,0.8221399208657304,DDI
372,300,1.24,0.3379402160644531,False,True,1.0,0.8043335937812075,DDI
236,237,0.9957805907172996,0.3592414855957031,False,False,1.0,1.0,DDI
528,694,0.760806916426513,0.034557342529296875,False,False,1.0,0.9827702054322935,DDI
343,328,1.045731707317073,0.0126190185546875,False,False,0.12128860769599649,0.3550367665662075,DDI
530,702,0.7549857549857549,0.4015922546386719,False,True,0.3161721734053023,1.0,DDI
349,409,0.8533007334963325,0.18639755249023438,False,False,0.5448366658642891,0.6362999313715578,DDI
351,450,0.78,0.6874809265136719,False,True,0.3701629452863387,1.0,DDI
322,452,0.7123893805309734,0.6128501892089844,False,True,0.8702189027538807,0.7050506725095398,DDI
697,689,1.011611030478955,0.282684326171875,False,False,0.22131117581471935,1.0,DDI
519,703,0.7382645803698435,0.0850677490234375,False,False,0.15401614095536323,0.5846939538998033,DDI
441,500,0.882,0.3018074035644531,False,True,0.25686242247191243,1.0,DDI
505,696,0.7255747126436781,0.14663314819335938,False,False,1.0,1.0,DDI
932,692,1.346820809248555,0.24423980712890625,False,False,1.0,0.9564901780512716,DDI
192,193,0.9948186528497409,0.7371139526367188,False,False,0.22625730682804268,0.9436606561209707,DDI
253,300,0.8433333333333334,0.6318893432617188,False,True,0.5142592841978819,0.48189208660644456,DDI
526,470,1.1191489361702127,0.39261627197265625,False,False,0.8930793632375904,0.7261257595283632,DDI
426,294,1.4489795918367347,0.7447700500488281,False,True,0.3173392170962879,0.5701966512631256,DDI
497,472,1.0529661016949152,0.6417694091796875,False,True,1.0,0.8814715688407971,DDI
296,485,0.6103092783505155,0.62530517578125,False,False,0.8731199797281577,0.696833599056316,DDI
298,511,0.5831702544031311,0.19920730590820312,False,False,0.058562980373153085,0.5905389605292685,DDI
337,405,0.8320987654320988,0.6283493041992188,False,True,0.12379132515737343,0.7256494807209757,DDI
515,690,0.7463768115942029,0.7447242736816406,False,True,0.8619601819710209,1.0,DDI
512,696,0.735632183908046,0.403594970703125,False,False,0.24684078925595226,0.8154687478429797,DDI
927,689,1.3454281567489115,0.37654876708984375,False,False,0.06758297574115332,0.7303208673298811,DDI
220,320,0.6875,0.2719383239746094,False,False,0.5453235755887622,0.22722550686227633,DDI
339,515,0.658252427184466,0.5071182250976562,False,False,0.5535968725832272,0.7815579503274517,DDI
525,701,0.7489300998573466,0.3284263610839844,False,True,0.32190131240417835,0.6197032676250149,DDI
513,694,0.739193083573487,0.729583740234375,False,True,0.866292755686697,0.7538017997723034,DDI
514,441,1.1655328798185942,0.618194580078125,False,False,0.20525618939720855,0.3031266312604168,DDI
298,241,1.2365145228215768,0.7463417053222656,False,True,1.0,1.0,DDI
417,466,0.8948497854077253,0.8233299255371094,False,True,1.0,0.5527525653820496,DDI
600,433,1.3856812933025404,0.7829055786132812,False,True,0.4722750962099406,0.5216914053757031,DDI
499,681,0.7327459618208517,0.26091766357421875,False,False,0.6412357649076119,0.6144888761943557,DDI
505,450,1.1222222222222222,0.6577911376953125,False,False,0.21978512476506176,0.7070565608642401,DDI
412,393,1.0483460559796438,0.6916427612304688,False,True,0.16778712171119345,0.8732739279406454,DDI
367,382,0.9607329842931938,0.14040374755859375,False,False,1.0,0.9783725814529451,DDI
512,685,0.7474452554744525,0.4114646911621094,False,True,0.2940314207007212,1.0,DDI
502,689,0.7285921625544267,0.08054351806640625,False,False,0.7913483886570263,1.0,DDI
504,686,0.7346938775510204,0.42830657958984375,False,True,1.0,1.0,DDI
336,334,1.0059880239520957,0.07489776611328125,False,False,0.6137941052576186,0.5856580073741658,DDI
227,185,1.227027027027027,0.14250946044921875,False,False,0.1430131678657451,0.598229150623067,DDI
497,693,0.7171717171717171,0.9121055603027344,False,True,0.5246461451780866,0.7532509175571123,DDI
315,338,0.9319526627218935,0.8305740356445312,False,True,0.5084337030599944,0.7017907712248863,DDI
508,692,0.7341040462427746,0.7274665832519531,False,True,1.0,1.0,DDI
392,635,0.6173228346456693,0.326324462890625,False,False,1.0,0.8477797124926658,DDI
468,415,1.127710843373494,0.4570045471191406,False,True,0.07772304577551245,0.39429979150606576,DDI
243,380,0.6394736842105263,0.6869316101074219,False,False,0.13009031545658897,0.37514704619183936,DDI
383,391,0.979539641943734,0.3925018310546875,False,False,1.0,1.0,DDI
502,686,0.7317784256559767,0.5083389282226562,False,True,1.0,0.8513425480046188,DDI
433,688,0.6293604651162791,0.134246826171875,False,False,0.7859703752510854,0.9122942740218872,DDI
292,298,0.9798657718120806,0.6424522399902344,False,True,0.4228797033688224,0.6661518315585413,DDI
323,430,0.7511627906976744,0.9072837829589844,False,True,1.0,0.7918319715212311,DDI
498,676,0.7366863905325444,0.08044815063476562,False,False,0.4052665098036989,0.8906083092212846,DDI
507,548,0.9251824817518248,0.3518943786621094,False,True,0.4538179343594983,1.0,DDI
349,220,1.5863636363636364,0.5398750305175781,False,True,0.5234911086441568,0.7449637503847115,DDI
255,344,0.7412790697674418,0.9438133239746094,False,True,1.0,0.7752096607324089,DDI
918,671,1.368107302533532,0.4722480773925781,False,False,0.4030553766816199,1.0,DDI
545,493,1.105476673427992,0.7177658081054688,False,False,0.6367732328229639,0.6966866407957464,DDI
501,691,0.7250361794500724,0.7144203186035156,False,True,1.0,1.0,DDI
432,452,0.9557522123893806,0.3800811767578125,False,False,0.16228920572754268,1.0,DDI
327,404,0.8094059405940595,0.5369834899902344,False,True,0.2939961930189995,0.7365728164690457,DDI
511,684,0.7470760233918129,0.6055030822753906,False,False,0.9908940080554555,1.0,DDI
409,344,1.188953488372093,0.14297866821289062,False,False,0.7591812284538243,0.8515424351627027,DDI
570,377,1.5119363395225465,0.7886810302734375,False,True,0.8889915032286756,1.0,DDI
359,439,0.8177676537585421,0.24163436889648438,False,False,0.5203890119818789,1.0,DDI
502,686,0.7317784256559767,0.6243972778320312,False,True,1.0,0.6394201947696663,DDI
310,397,0.7808564231738035,0.36412811279296875,False,True,1.0,1.0,DDI
538,508,1.0590551181102361,0.4721183776855469,False,True,0.17949720903100974,1.0,DDI
500,374,1.3368983957219251,0.9520530700683594,True,True,1.0,0.6648118040264851,DDI
369,463,0.796976241900648,0.6697044372558594,False,True,1.0,1.0,DDI
501,539,0.9294990723562152,0.5194053649902344,False,True,0.2782568700590927,1.0,DDI
504,687,0.7336244541484717,0.6274452209472656,False,True,0.7178859648040847,1.0,DDI
501,686,0.7303206997084548,0.6514091491699219,False,True,0.5720570580518808,1.0,DDI
506,690,0.7333333333333333,0.6183090209960938,False,True,1.0,1.0,DDI
294,357,0.8235294117647058,0.38671875,False,False,0.07487717168352996,0.580143594750791,DDI
299,348,0.8591954022988506,0.5235214233398438,False,True,0.3535441295508,0.6584930400228718,DDI
499,588,0.8486394557823129,0.23987197875976562,False,False,1.0,0.8652879438526526,DDI
340,301,1.1295681063122924,0.5655899047851562,False,False,0.05856878627282046,0.3185678506631569,DDI
578,444,1.3018018018018018,0.4903526306152344,False,True,0.7244525520807091,0.9085428576137045,DDI
500,688,0.7267441860465116,0.2178192138671875,False,False,0.08512345120301515,1.0,DDI
437,420,1.0404761904761906,0.5076980590820312,False,False,1.0,0.7626673515064323,DDI
510,684,0.7456140350877193,0.0,True,False,0.7091656024189352,0.42875478013364027,DDI
936,685,1.3664233576642335,0.6852989196777344,False,True,0.5906140468472164,0.763665980213372,DDI
231,231,1.0,0.4921455383300781,False,True,0.17239679058361757,0.6858548992796356,DDI
504,692,0.7283236994219653,0.37939453125,False,False,1.0,0.72781878379693,DDI
510,693,0.7359307359307359,0.8416976928710938,False,True,1.0,0.8393326736362989,DDI
506,694,0.729106628242075,0.6092262268066406,False,True,1.0,1.0,DDI
510,434,1.1751152073732718,0.4527015686035156,False,True,0.9492384152900105,1.0,DDI
503,448,1.1227678571428572,0.4661827087402344,False,False,0.20268805168643272,0.8253545081860351,DDI
265,335,0.7910447761194029,0.40004730224609375,False,True,1.0,0.9595964402706681,DDI
927,687,1.3493449781659388,0.471893310546875,False,False,0.05883776195643037,0.8278358794078429,DDI
936,599,1.5626043405676127,0.19555282592773438,False,False,0.3306149789017176,0.9640943967578295,DDI
500,674,0.7418397626112759,0.5521316528320312,False,True,0.6802701159357747,0.8046756051666977,DDI
686,682,1.0058651026392962,0.6795310974121094,False,False,0.14000024910833067,1.0,DDI
495,690,0.717391304347826,0.4819984436035156,False,False,0.7964902609319705,1.0,DDI
