image_id,dice,iou
ISIC_0000052,0.9813574552536011,0.9633973240852356
ISIC_0000053,0.9281149506568909,0.8658722043037415
ISIC_0000074,0.9109922647476196,0.8365350365638733
ISIC_0000075,0.9888325333595276,0.9779118299484253
ISIC_0000079,0.9498769640922546,0.9045417904853821
ISIC_0000082,0.9763503074645996,0.9537937641143799
ISIC_0000102,0.7268120050430298,0.5708764791488647
ISIC_0000105,0.9202319979667664,0.8522533178329468
ISIC_0000137,0.9825258255004883,0.9656521081924438
ISIC_0000148,0.9553236365318298,0.9144695997238159
ISIC_0000155,0.9845266938209534,0.9695249795913696
ISIC_0000164,0.8334543108940125,0.7144649028778076
ISIC_0000173,0.683044970035553,0.5186561942100525
ISIC_0000182,0.9681981205940247,0.9383569955825806
ISIC_0000187,0.9235712289810181,0.8579959869384766
ISIC_0000192,0.9105365872383118,0.8357667326927185
ISIC_0000196,0.9513760209083557,0.9072619080543518
ISIC_0000200,0.8695763945579529,0.7692499160766602
ISIC_0000215,0.9504923820495605,0.9056557416915894
ISIC_0000217,0.9705295562744141,0.9427465796470642
ISIC_0000231,0.9896032214164734,0.9794204831123352
ISIC_0000232,0.9791398048400879,0.9591324925422668
ISIC_0000242,0.9371474385261536,0.8817291259765625
ISIC_0000256,0.9689944386482239,0.9398552179336548
ISIC_0000263,0.9751381874084473,0.9514830708503723
ISIC_0000265,0.9058314561843872,0.8278732895851135
ISIC_0000277,0.868733286857605,0.7679306268692017
ISIC_0000290,0.9022850394248962,0.8219676613807678
ISIC_0000294,0.8567671775817871,0.7494255900382996
ISIC_0000297,0.9676964282989502,0.937415599822998
ISIC_0000299,0.939855694770813,0.8865359425544739
ISIC_0000337,0.919520378112793,0.8510303497314453
ISIC_0000366,0.9545742869377136,0.9130985736846924
ISIC_0000370,0.9701610207557678,0.9420514702796936
ISIC_0000377,0.9478285312652588,0.9008318781852722
ISIC_0000387,0.934123694896698,0.8763925433158875
ISIC_0000413,0.7967045307159424,0.662103533744812
ISIC_0000421,0.9566444158554077,0.9168928861618042
ISIC_0000449,0.9416159987449646,0.8896793127059937
ISIC_0000479,0.8160808682441711,0.6893056035041809
ISIC_0000485,0.8636558651924133,0.76003098487854
ISIC_0000494,0.885235607624054,0.7941039204597473
ISIC_0000515,0.8878093957901001,0.7982537746429443
ISIC_0000518,0.9130576252937317,0.8400254249572754
ISIC_0000529,0.9056687355041504,0.8276008367538452
ISIC_0000530,0.8831623792648315,0.7907723188400269
ISIC_0000535,0.9603220224380493,0.9236732125282288
ISIC_0000540,0.97651606798172,0.9541099667549133
ISIC_0000542,0.968964159488678,0.9397969841957092
ISIC_0000556,0.9141072034835815,0.8418029546737671
ISIC_0001103,0.8999391794204712,0.8180830478668213
ISIC_0001181,0.763943076133728,0.6180629730224609
ISIC_0001185,0.8858858942985535,0.7951576113700867
ISIC_0001204,0.8465680480003357,0.7339603900909424
ISIC_0001212,0.8572177886962891,0.7501189708709717
ISIC_0001286,0.9109970927238464,0.8365467190742493
ISIC_0001299,0.9186491966247559,0.8495425581932068
ISIC_0001449,0.9546505808830261,0.9132388234138489
ISIC_0002353,0.9230018854141235,0.8570173978805542
ISIC_0002439,0.9026536345481873,0.8225817680358887
ISIC_0002453,0.9296256899833679,0.8685087561607361
ISIC_0002489,0.9441322684288025,0.8941788077354431
ISIC_0002616,0.8960075378417969,0.8116173148155212
ISIC_0002673,0.8575053811073303,0.7505638003349304
ISIC_0005548,0.9562857747077942,0.9162347316741943
ISIC_0005555,0.9143898487091064,0.8422856330871582
ISIC_0005639,0.8022940158843994,0.6698616147041321
ISIC_0005666,0.8828757405281067,0.7903151512145996
ISIC_0006193,0.8795530796051025,0.7850086688995361
ISIC_0006914,0.8736040592193604,0.7755783200263977
ISIC_0007693,0.9180402755737305,0.8485025763511658
ISIC_0008145,0.8946607708930969,0.8094111680984497
ISIC_0008256,0.9737353920936584,0.948817253112793
ISIC_0008524,0.9041518568992615,0.825080931186676
ISIC_0008600,0.9728682041168213,0.9471705555915833
ISIC_0009874,0.9135159850120544,0.8408024311065674
ISIC_0009880,0.8379788398742676,0.7211413383483887
ISIC_0009895,0.8833266496658325,0.791035532951355
ISIC_0009923,0.9222046732902527,0.8556406497955322
ISIC_0010010,0.867887020111084,0.7666111588478088
ISIC_0010018,0.9679769277572632,0.9379419684410095
ISIC_0010019,0.968550443649292,0.9390190839767456
ISIC_0010024,0.37886950373649597,0.2337152361869812
ISIC_0010032,0.7599159479141235,0.6127976179122925
ISIC_0010036,0.9542500972747803,0.9125034809112549
ISIC_0010043,0.911808431148529,0.8379126191139221
ISIC_0010059,0.861046314239502,0.7560033798217773
ISIC_0010060,0.7503224611282349,0.6004270315170288
ISIC_0010089,0.9629576802253723,0.9285635352134705
ISIC_0010090,0.949508011341095,0.90387362241745
ISIC_0010180,0.915966272354126,0.8449629545211792
ISIC_0010192,0.9529036283493042,0.9100447297096252
ISIC_0010238,0.9134187698364258,0.8406364321708679
ISIC_0010239,0.8658181428909302,0.7633861899375916
