image_id,dice,iou
ISIC_0000052,0.9654884934425354,0.9332798719406128
ISIC_0000053,0.8945685029029846,0.8092488646507263
ISIC_0000074,0.8232301473617554,0.6995691657066345
ISIC_0000075,0.9848291873931885,0.9701119065284729
ISIC_0000079,0.7209390997886658,0.5636553168296814
ISIC_0000082,0.9638786315917969,0.9302762746810913
ISIC_0000102,0.620161235332489,0.4494614601135254
ISIC_0000105,0.9171786308288574,0.8470303416252136
ISIC_0000137,0.9722184538841248,0.9459392428398132
ISIC_0000148,0.9766545295715332,0.9543748497962952
ISIC_0000155,0.9701099991798401,0.9419551491737366
ISIC_0000164,0.8516569137573242,0.7416409254074097
ISIC_0000173,0.6660750508308411,0.4993361830711365
ISIC_0000182,0.9518831372261047,0.9081847071647644
ISIC_0000187,0.9470794796943665,0.8994789123535156
ISIC_0000192,0.884003758430481,0.7921215295791626
ISIC_0000196,0.9548818469047546,0.9136596918106079
ISIC_0000200,0.8854562640190125,0.7944577932357788
ISIC_0000215,0.931646466255188,0.8720398545265198
ISIC_0000217,0.967617928981781,0.9372674226760864
ISIC_0000231,0.9847384691238403,0.9699358940124512
ISIC_0000232,0.9795223474502563,0.9598669409751892
ISIC_0000242,0.9407728910446167,0.8881698250770569
ISIC_0000256,0.9232016801834106,0.8573611974716187
ISIC_0000263,0.9385238885879517,0.8841696977615356
ISIC_0000265,0.9108172655105591,0.8362404108047485
ISIC_0000277,0.8643894195556641,0.7611681222915649
ISIC_0000290,0.8426666259765625,0.7281120419502258
ISIC_0000294,0.8721498847007751,0.7732858061790466
ISIC_0000297,0.9492105841636658,0.9033324122428894
ISIC_0000299,0.9023949503898621,0.8221495747566223
ISIC_0000337,0.9372117519378662,0.8818427920341492
ISIC_0000366,0.9536173343658447,0.9113489985466003
ISIC_0000370,0.9642671942710876,0.9310002326965332
ISIC_0000377,0.964519202709198,0.9314706325531006
ISIC_0000387,0.9151082634925842,0.8435044288635254
ISIC_0000413,0.8209676742553711,0.6963075995445251
ISIC_0000421,0.9497113227844238,0.9042394161224365
ISIC_0000449,0.9650849103927612,0.9325293302536011
ISIC_0000479,0.8624212145805359,0.7581207752227783
ISIC_0000485,0.8670595288276672,0.7653185725212097
ISIC_0000494,0.8574764728546143,0.7505142688751221
ISIC_0000515,0.883326530456543,0.7910347580909729
ISIC_0000518,0.9327235817909241,0.8739299178123474
ISIC_0000529,0.9156399369239807,0.8444064855575562
ISIC_0000530,0.9085841178894043,0.8324834108352661
ISIC_0000535,0.9710969924926758,0.9438182711601257
ISIC_0000540,0.9501562714576721,0.905045747756958
ISIC_0000542,0.9642215371131897,0.930915117263794
ISIC_0000556,0.9330820441246033,0.8745588064193726
ISIC_0001103,0.9067548513412476,0.8294174671173096
ISIC_0001181,0.8453732132911682,0.7321736216545105
ISIC_0001185,0.8927420973777771,0.8062727451324463
ISIC_0001204,0.9021918177604675,0.8218151926994324
ISIC_0001212,0.8743451833724976,0.7767472267150879
ISIC_0001286,0.8943887948989868,0.8089590668678284
ISIC_0001299,0.9169322848320007,0.8466106653213501
ISIC_0001449,0.9428163766860962,0.8918225169181824
ISIC_0002353,0.9312445521354675,0.871338963508606
ISIC_0002439,0.8871426582336426,0.7971790432929993
ISIC_0002453,0.9410544633865356,0.8886743783950806
ISIC_0002489,0.916403591632843,0.8457086086273193
ISIC_0002616,0.8751269578933716,0.777990996837616
ISIC_0002673,0.869171142578125,0.768622100353241
ISIC_0005548,0.9609585404396057,0.924852192401886
ISIC_0005555,0.9279542565345764,0.8655951023101807
ISIC_0005639,0.83281010389328,0.7135196328163147
ISIC_0005666,0.895646333694458,0.811017632484436
ISIC_0006193,0.8926910758018494,0.8061867356300354
ISIC_0006914,0.9079527854919434,0.8314254283905029
ISIC_0007693,0.9244372844696045,0.8594964742660522
ISIC_0008145,0.882712721824646,0.7900625467300415
ISIC_0008256,0.9665473699569702,0.9352630972862244
ISIC_0008524,0.9026089310646057,0.8225149512290955
ISIC_0008600,0.9657285213470459,0.9337291121482849
ISIC_0009874,0.8840096592903137,0.792133092880249
ISIC_0009880,0.8019976615905762,0.6694484353065491
ISIC_0009895,0.9266163110733032,0.8632677793502808
ISIC_0009923,0.9481501579284668,0.9014126658439636
ISIC_0010010,0.8523857593536377,0.7427491545677185
ISIC_0010018,0.974738597869873,0.9507226943969727
ISIC_0010019,0.9721424579620361,0.9457952380180359
ISIC_0010024,0.451957643032074,0.29196324944496155
ISIC_0010032,0.7685043811798096,0.6240451335906982
ISIC_0010036,0.9439452290534973,0.8938416242599487
ISIC_0010043,0.8478925228118896,0.7359506487846375
ISIC_0010059,0.8875810503959656,0.7978883981704712
ISIC_0010060,0.7578726410865784,0.6101528406143188
ISIC_0010089,0.9578306078910828,0.9190760850906372
ISIC_0010090,0.9754912853240967,0.952157199382782
ISIC_0010180,0.8922104239463806,0.8053992390632629
ISIC_0010192,0.9508039951324463,0.9062224626541138
ISIC_0010238,0.9149042963981628,0.8431562781333923
ISIC_0010239,0.7912784218788147,0.6546416878700256
ISIC_0010326,0.829203188419342,0.7082399129867554
ISIC_0010370,0.329142689704895,0.19699321687221527
ISIC_0010456,0.8914187550544739,0.8041169047355652
ISIC_0010465,0.9766933917999268,0.9544488787651062
ISIC_0010473,0.9544764757156372,0.9129176735877991
ISIC_0010475,0.9166073203086853,0.8460543751716614
ISIC_0010481,0.9659507870674133,0.9341448545455933
ISIC_0010558,0.9730829000473022,0.9475771188735962
ISIC_0010593,0.6564647555351257,0.48862069845199585
ISIC_0010846,0.7158526182174683,0.5574550628662109
ISIC_0010863,0.9421466588973999,0.8906216025352478
ISIC_0011110,0.893498420715332,0.8075008988380432
ISIC_0011118,0.8989492654800415,0.8164487481117249
ISIC_0011139,0.8543278574943542,0.7457013726234436
ISIC_0011150,0.9079058170318604,0.8313465118408203
ISIC_0011171,0.979982316493988,0.9607511162757874
ISIC_0011203,0.9701849818229675,0.9420966506004333
ISIC_0011227,0.224019393324852,0.1261431723833084
ISIC_0011229,0.8496257662773132,0.7385656833648682
ISIC_0011305,0.7731502652168274,0.630194902420044
ISIC_0011317,0.9543359875679016,0.912663459777832
ISIC_0011329,0.8662692308425903,0.7640877366065979
ISIC_0011334,0.8302725553512573,0.709800660610199
ISIC_0011349,0.9384264945983887,0.8839961290359497
ISIC_0011362,0.9035450220108032,0.8240618705749512
ISIC_0012102,0.9688510894775391,0.9395869374275208
ISIC_0012201,0.8875978589057922,0.7979161143302917
ISIC_0012206,0.928938090801239,0.8673079013824463
ISIC_0012228,0.9504865407943726,0.9056480526924133
ISIC_0012235,0.9315335154533386,0.8718460202217102
ISIC_0012253,0.8832224011421204,0.7908698916435242
ISIC_0012261,0.8087952136993408,0.678984522819519
ISIC_0012271,0.9591100811958313,0.9214379191398621
ISIC_0012325,0.860458493232727,0.755095899105072
ISIC_0012333,0.9249454736709595,0.8603836297988892
ISIC_0012348,0.8597137331962585,0.7539492249488831
ISIC_0012406,0.9068885445594788,0.8296724557876587
ISIC_0012445,0.6328024864196777,0.4628587067127228
ISIC_0012469,0.5191828012466431,0.3506107032299042
ISIC_0012489,0.7744855880737305,0.6319730877876282
ISIC_0012520,0.8834508061408997,0.7912393808364868
ISIC_0012672,0.9365458488464355,0.8806671500205994
ISIC_0012678,0.7024363875389099,0.5413573384284973
ISIC_0012690,0.9337795376777649,0.8757878541946411
ISIC_0012705,0.11449209600687027,0.060729723423719406
ISIC_0012735,0.9757744669914246,0.9526981115341187
ISIC_0012741,0.9680401682853699,0.9380636215209961
ISIC_0012773,0.9141269326210022,0.8418365716934204
ISIC_0012823,0.8095493316650391,0.6800841093063354
ISIC_0012873,0.9626412987709045,0.9279848337173462
ISIC_0012878,0.8976414799690247,0.8142964839935303
ISIC_0012901,0.9670324325561523,0.9361721873283386
ISIC_0012904,0.8231735229492188,0.6994895935058594
ISIC_0012957,0.000154750858200714,0.000154750858200714
ISIC_0012965,0.8714537024497986,0.77224200963974
ISIC_0012990,0.9378498196601868,0.8829799890518188
ISIC_0013012,0.9615001678466797,0.9258575439453125
ISIC_0013037,0.9343390464782715,0.8767772316932678
ISIC_0013075,0.6512027978897095,0.48281121253967285
ISIC_0013086,0.9833695888519287,0.9672844409942627
ISIC_0013159,0.0008012563921511173,0.0004168136219959706
ISIC_0013160,0.8873387575149536,0.7974943518638611
ISIC_0013167,0.9608111381530762,0.9245791435241699
ISIC_0013170,0.5032294988632202,0.33621302247047424
ISIC_0013200,0.9696314334869385,0.9410557746887207
ISIC_0013208,0.31525686383247375,0.18716184794902802
ISIC_0013224,0.9655406475067139,0.9333819150924683
ISIC_0013230,0.9263035655021667,0.8627303242683411
ISIC_0013249,0.6384066939353943,0.4688856601715088
ISIC_0013271,0.9568666815757751,0.9173045754432678
ISIC_0013302,0.9455828666687012,0.8968048095703125
ISIC_0013329,0.9080794453620911,0.8316466212272644
ISIC_0013342,0.9430021047592163,0.8921599984169006
ISIC_0013425,0.9368476271629333,0.8812020421028137
ISIC_0013430,0.9740999341011047,0.9495091438293457
ISIC_0013518,0.609032928943634,0.4378513991832733
ISIC_0013572,0.9076789617538452,0.8309677243232727
ISIC_0013577,0.7494246959686279,0.59926837682724
ISIC_0013578,0.835130512714386,0.716935932636261
ISIC_0013579,0.820777416229248,0.6960368156433105
ISIC_0013588,0.7781044244766235,0.6368058919906616
ISIC_0013615,0.831553041934967,0.7116777300834656
ISIC_0013639,0.9429131746292114,0.8919950723648071
ISIC_0013667,0.9131089448928833,0.8401125073432922
ISIC_0013696,0.9114265441894531,0.8372818827629089
ISIC_0013712,0.8875097632408142,0.7977863550186157
